Title,Comment
Run On,I do like Sooyoung's swimsuit in this drama
Run On,Por favor ya está en nexflix Latinoamérica? Saludos desde México 👍🌟🤗🤩❤️
Run On,Will there be a season 2?
Run On,loved how chilled the series was. best ending. no toxic love triangles and all
Run On,I'm so glad I picked up this drama. It has now become one of my favourite shows ever!!
Run On,"Idk why this drama so underrated...I live how the characters are mature and stable.. not dominating ,toxic or cringy..
Love this drama and the characters...✨This drama is definitely for mature minded ppl...."
The Ripper,Super video 😍😍❤️❤️
The Ripper,Dfghhjnj hfdshhfg gdghgg gdghgg fdggd fvvbb xxdf ccccghhf fdgh cxvvv vcvgg gxcgh gdcxgg fgg vcvbvd
The Ripper,Datggggdh gf sgg high j fgg gg g fgg bcvhhfvhbvbn hfjgjhfj jh fggff fdgh gfhh DG BC cddfggfffh fshhdhh ccgv do g gdbdbvdncctb gfghggj gfghggj
The Ripper,Gahfsgg bfbdhbfbn ngfdg gdghgg hthf vdghd gfghggj hgffgyh vcfg hfgf gfghggj bgvjkybggh
The Ripper,😌😊🙂😀😗😛🤩😍😄😃😬😭😑🤐🤭🤫😶😐😪😅🥳😆😉😁🤣😷😵🤔😙😂🥰😘😋😚😏🥲😗☺️🥲😌
The Ripper,English trailer
The Ripper,Super video
The Ripper,Nigal thrissuril ano
The Ripper,Hi
The Ripper,സൂപ്പർ ദേവു ദിയ നിക്കി
The Ripper,✨😙
The Ripper,Poli mona poli
The Ripper,👍🏻👍🏻😭
The Ripper,1🥥🥞🧇🧀🍔🍔🍕🌭🧆🌮🌯🥙🌮🌮🥪🧉🔪🥄🍴🧁🎂🍰🍤
The Ripper,Nikki Super Video 👍🏻👍🏻👍🏻👍🏻
The Ripper,Adipoli Super Video 👍🏻👍🏻👍🏻
The Ripper,Abinayam adipoli
The Ripper,❤❤❤❤💜💜💜💜💚💚💚💚💙💙💙💙💛💛💛💛😘😘😘😍🥰🤩Devu Diya Niki Eshtamulawar laying Heyu
The Ripper,Devu diya Niki Amma abinayam Supar
The Ripper,🥺🥺
How To Ruin Christmas,Broooo honestly i never thought South Africans were this good .....am loving every fcking minute of this 😂😂😂😂😂❤️
How To Ruin Christmas,Not the same without my best character. RIP Busy
How To Ruin Christmas,I loved tumi;'s character. i do not know her name but she express tumi's character well
How To Ruin Christmas,I didn't see them honour Busi at the end of their credits like they would Honour any key actors or people key to a project 🤷🏽‍♀️
How To Ruin Christmas,Beauty has got to be the worst character for me throughout the 3 parts
How To Ruin Christmas,"I really love Zuma, buh I miss Busi, she was really a life of the movie, the naughty prodigal daughter, I didn't know she is late 🥺😞
 Shadrack, so sorry for your 🐑😔."
How To Ruin Christmas,"I’ve enjoyed watching this lol, all love from Ireland

Damn I didn’t know that, the girl with no hair passed away😢, I was about to complain that why is she not on the other episodes, she was really funny, RIP Queen"
How To Ruin Christmas,"Okay I'm from Kenya honestly I didn't know Busi Lurayi passed away,I was looking for her in the first episode of season 3 and it finishes without me seeing her.Then I see In loving memory...so sad 😢😭 may she rest in peace."
How To Ruin Christmas,It was good but just wasn't the same.....  R.I.P. Busi 🥹
How To Ruin Christmas,"The best Christmas series ewer!! 
I laughed to tears!!🤣🤣🤣🤣🤣
Can we hawe mor, and more like this!!!
👏👏👏👏👏👏👏👏"
How To Ruin Christmas,"I’m going to miss Busi to much, but this will still blow us away."
How To Ruin Christmas,"Yazi the comments sectionis always just pivotal! My horror and shock to find out that Busi is no more!! He lona?! Le reng?!!! I just searched on the internet, and it has been affirmed!!! July the 10th!! I've relocated therefore totally missed this if it was at one point in the news or whatever back home!!!!!! Bathong guyzini! Hayini nina hleni!!!😱😱😱😱😭😭😭💔💔💔💔💔 She was everything!!! Authentic to Africa and her acting game was just on another level nje, always looked forward to Tumi's scenes! Shockhet!!"
How To Ruin Christmas,👎
How To Ruin Christmas,The trailer felt empty without the main characters 😢 💔 😔
How To Ruin Christmas,They best address Busi Lurayi....this show is not the same without her
How To Ruin Christmas,Can't wait! Glad they continued it!!!
How To Ruin Christmas,I miss Busi omg :(
How To Ruin Christmas,"Really going to miss Tumi, rest in peace Busi"
How To Ruin Christmas,Are you sure Mr. & Mrs. Harry Mountbatten-Windsor aren't part of this movie? They surely know how to ruin Christmas for their family. As long as Netflix continues ANY association with H&M with any rebroadcast of any media  they are involved with I'll continue to boycott this streaming service along with many others.
How To Ruin Christmas,"Tell me why my bf sent this to me excited without looking at the trailer, thinking this was a movie with Nicole Byer in it lol 😂"
Teen Mom 2,"So, not being sleeping around,protecting yourself, make him wear protection is not in the conversation? But we need to vote democrat and protest so we can murder our babies anytime we want?"
Teen Mom 2,What did Leah do to her face?? She looks so different 😮
Teen Mom 2,Can't believe they're teens!! Such beautiful girls 💕
Teen Mom 2,"The girls are so big my son is gonna be 15 this year so unreal he was
My baby"
Teen Mom 2,They grew up so fast! Time flies!
Teen Mom 2,❤️
Teen Mom 2,dam her girls look just like her
Teen Mom 2,Omg
Teen Mom 2,"What an awful advice, tell the girls to never get in a situation like that, use protection, she makes it sound like abortion is not a big deal, somekind of birth control. Btw she needs to stay away from fillers and botox it makes her look older."
Teen Mom 2,Leah is an amazing mother.
Teen Mom 2,"Taking away abortion ""rights""? What the? First off she starting the conversation based on a false premise."
Teen Mom 2,LIFE BEGINS AT CONCEPTION. YOU were 16 and chose to keep them. WHY ARE YOU NOT SEEING THAT LIFE BEGINS AT CONCEPTION. DONT HAVE SEX IF YOU DONT UNDERSTAND  THAT LIFE BEGINS AT CONCEPTION.
Teen Mom 2,1:18
Teen Mom 2,I would really hope they discuss and ask all the children if they're OK talking about these things on camera. I would hate it.
Teen Mom 2,Leah needs to go back to school. I can't believe she's been on TV this long and hasn't got some speech training. Its painful listening to her speak.
Teen Mom 2,"Because Leah aborted Jeremy’s baby when they broke up, then didn’t tell him once they got back together."
Teen Mom 2,🗑 🗑🗑🗑
Teen Mom 2,It’s a Medical right when your life is at risk not a I’m teenage and got pregnant not I can’t afford it. I already knew that and got pregnant.
Teen Mom 2,"All Roe V Wade did was give choice back to each state on what their abortion laws would be and abortions are not used on still born babies. Abortions cause stillborn babies. She is though, a very wonderful, caring mother with very smart girls and has good intentions."
Teen Mom 2,"She talks about abortion but what about birth control methods and STD? 
My God, teach your children how to be responsible!"
The Challenge,If you could the colors it's 8 6 8 and 6 again so I don't know how that works our in the long run because it's not an even pairing between groups
The Challenge,I was hoping AJ from TC UK would’ve been here
The Challenge,I’m not aof Sarah and Ben at all but love that Wes and Theo r back. Think this will be a good season
The Challenge,Producers should bring Jenny in as a surprise when amber leaves due to pregnancy
The Challenge,Justice for Jenny not being not being part of the cast while kaycee is bit weird Theo isn’t shown in the trailer since he is the face everyone is most excited to see
The Challenge,Aye what's on now?? Any seasons on now?
The Challenge,"Maaaan I still love to see people 35 and up put in that work. 35 ain't old, 50 ain't old.  Staying active is what keeps u young. Run fast, lift heaving, keep moving"
The Challenge,"This makes me upset. I already pay 100 bucks for cable to get MTV I don’t have enough for paramount too, shit I got 4 kids! 😭😭"
The Challenge,Not them pairing danny with kiki 🤣🤣🤣
The Challenge,"I don't like them being teamed up with mtv legends, I don't like that. Their getting help from our countrymen🤷🏿what... I'm ready for it tho"
The Challenge,So we are getting world championship first before All stars 4? 😢
The Challenge,Impressive as always sir! Thanks Drew ❤
The Challenge,Maaayn I thought the trailer would be on youtube
The Challenge,C’mon Aussie Aussie Aussie
The Challenge,"I'm excited for the season, but REALLY NOT looking forward to having to watch another season with Sarah...hope she is eliminated early!"
The Challenge,"The opening shot has them wearing shirts according to country. Green: Aussie, Red: UK, Black: USA, Gray: Argentina. I would think they keep those colors throughout the challenge, making some of your guesses on who's in what shot not make sense. No offense intended. Also there are only 6 players on both UK and Argentina. Guess maybe two people do get eliminated up front."
The Challenge,I hope Kaycee does have to go into an elimination against a woman potentially as strong as her. It seems like she skates by because of her BB alliance or her relationship with Nany. No offense but she hasn’t brought any excitement to the show. I know she’s strong and athletic and I want to see her earn her spot in a final.
The Challenge,I’d like to see gus and jerimiah from floribama on the next USA challenge. Gus was nervous af his first time on wow1
The Challenge,"I would have LOVED to have seen AJ from UK over Nathan, he really felt like the main character of the season and a great competitor then got unlucky being colorblind lol, but I cannot say I am upset with the casting overall at all."
The Challenge,I wish the concept was more like WOTW2 .. like is it really global challenge champion if their all paired with USA challengers?
Black Ink Crew New York,Should’ve been canceled the show after what was done to Dutchess and Jada. Tf.
Black Ink Crew New York,I.  Love.    The.  Show.      But.  The.   Drama.    Needs.  To.  Stop.
Black Ink Crew New York,I’ve been watching Trevia on TV since she was the producer for Mary Mary’s show. I hope she and the rest of the cast will be ok in the future 🙏🏾🙏🏾
Black Ink Crew New York,messy ass producer acting like she dont like the drama herself
Black Ink Crew New York,Been a long time coming. 😂👌🏿
Black Ink Crew New York,It’s crazy how many people this show destroyed from season 1 - 9 jumping people fighting every episode see they dnt care about humans at all or maybe it’s cause it’s just because a bunch of minorities lol
Black Ink Crew New York,"He should have been cut off a long time ago no matter how many times in the fucked up situation that he has caused. He fires ppl left and right, he acts like the victim when it comes to his shop; I understand that it's his shop and he wants to make sure it's all good and keep things professional but there are limits. He is very disrespectful to his crew and family. From seeing the episodes I've watched where he and his cousin teddy ambushed/jumped Alex where he could have lost his life but suffered with physical pain to his back. Ceaser and ted basically ruined Alex's career. Then seeing Ceaser beat up his daughter and defends his gf. When ur a parent there is difference between discipline and abuse. Parents should discipline not hit a child. It bewildered me that he wasnt cut off but after showing the video of the dog. Animal abuse is no joke. Nor child abuse. He should have been in anger management classes a long time ago. Its ashame what can happen behind close doors with him. But due to the serious situations of why he got cut off of black ink crew. An animals life matters too just like a child. While may some ppl who agree or disagree but to my honest opinion they both matter to me. But everyone has their own opinions. Such ashame that black ink crew is done but if they ever do make a series again cool if nor then it's over. It was a good show, funny, creative when they did some scenes where tattoos have been done and very emotional. Hopefully the casts is doing alright. 

Due to the situation happened a year or many months ago I just wanted to state my comment.  So...yeah."
Black Ink Crew New York,Why they talking about it like they getting fired from work 🤣🤣💀
Black Ink Crew New York,Show was canceled cause of Cesar beating the dog and his daughter it was not cause of the staff. They’re just using that as an excuse
Black Ink Crew New York,He mistreated everybody in that room
Black Ink Crew New York,Wait the end of the season! They didn’t say show
Black Ink Crew New York,so they canceled the show?
Black Ink Crew New York,"Tati you got fired you still trying to kiss ass like tf! Y’all have so much to say about Donna, sky, Dutch and kit it’s sad. Move on without him some of y’all have shops what y’all need from cease.."
Black Ink Crew New York,Byeeee🤮🚮‼🥱
Black Ink Crew New York,And what does Ted do in the shop nothing get a free check and mess around with non black woman in the shop show should have been gone 🤡🚮🚮‼✌💥
Black Ink Crew New York,Should  been cancelled🤡🚮🛐🛐🛐🛐
Black Ink Crew New York,SKY SAVE BLACK INK CREW !!! Save the show !!
Black Ink Crew New York,"He took EVERYONE'S bag, even the producers."
Black Ink Crew New York,Man they’re ok with violence against a person but when someone spanks their dog it’s the end of the world
Black Ink Crew New York,Yes gonna have to change his name cos how are u gonna be Ceaser when you're the one responsible for bringing down your own damn Empire ta bumba ras bwoy lol
The Sound of Your Heart,"Oh, what a pathetic Mouron"
The Sound of Your Heart,Great drama too bad they killed it woth the 2nd season
The Sound of Your Heart,HAHAHAHAHAHAHAHA 🤣🤣 Jung So Min really funny though !!! She’s a crackhead like LKS too 😂🤣
The Sound of Your Heart,Got to say this. His betrayal would probably end up in divorce... She slapped him while he tried to kiss her without asking when they were not even dating...
