id,title,runtime,imdb_id,imdb_score,imdb_votes,IMDb,Rotten Tomatoes
ts89330,Stay Tuned!,46.0,tt10088086,7.5,343.0,8.0,31/100
ts218776,Happy Jail,34.0,tt10753590,6.9,247.0,8.0,34/100
ts250803,Say I Do,55.0,tt12540060,7.7,527.0,7.8,45/100
ts79695,Sintonia,44.0,tt8165086,6.7,1067.0,6.8,47/100
ts90640,The Writer,34.0,tt10312958,8.2,30.0,6.6,40/100
ts262037,Bread Barbershop,11.0,tt12912830,7.3,125.0,8.8,44/100
ts270742,Korean Pork Belly Rhapsody,48.0,tt14017966,7.7,62.0,,
ts243189,Booba: Food Puzzle,3.0,tt12319946,8.3,30.0,,
ts86940,COMEDIANS of the world,30.0,tt8685446,6.5,450.0,6.4,39/100
ts214462,The Queen and the Conqueror,46.0,tt10348700,6.6,172.0,6.7,52/100
ts251272,Skin Decision: Before and After,36.0,tt12588326,5.8,405.0,5.8,39/100
ts269073,The Fabulous Lives of Bollywood Wives,32.0,tt13452100,5.3,9666.0,,
ts214192,El Final del Paraíso,50.0,tt10367818,5.1,208.0,5.5,51/100
ts104483,Typewriter,50.0,tt9310372,6.5,3788.0,6.5,57/100
ts250872,Southern Survival,30.0,tt12588286,5.1,454.0,5.7,37/100
ts269740,How To Ruin Christmas,50.0,tt13492362,6.1,488.0,,
ts87489,Trigger Warning with Killer Mike,26.0,tt9426194,6.9,1249.0,7.0,53/100
ts217389,Masaba Masaba,31.0,tt10655506,6.8,1746.0,6.7,46/100
ts223982,Until Dawn,20.0,tt11434862,2.5,148.0,,
ts103918,The Good Bandit,53.0,tt9328616,7.8,99.0,7.8,39/100
ts214463,"Los Briceño, una familia todo terreno",46.0,tt10348478,8.0,133.0,,
ts91741,Three Days of Christmas,58.0,tt9731254,6.8,1243.0,6.8,44/100
ts223308,Astronomy Club: The Sketch Show,20.0,tt10675488,6.9,591.0,7.1,45/100
ts218000,Dollar,28.0,tt10687564,6.6,592.0,6.7,44/100
ts218307,Styling Hollywood,37.0,tt10715202,6.6,355.0,7.3,35/100
ts222942,Narcoworld: Dope Stories,40.0,tt11215112,6.6,317.0,6.6,41/100
ts223110,Sugar Rush Christmas,50.0,tt11168116,6.8,578.0,6.9,45/100
ts226410,Handsome Siblings,45.0,tt11541444,7.9,614.0,8.2,49/100
ts222599,Queer Eye: We're in Japan!,50.0,tt10971532,8.2,2560.0,8.2,54/100
ts112733,Bard of Blood,45.0,tt8069036,6.8,13210.0,6.9,63/100
ts224906,Find Yourself,45.0,tt11569628,7.6,201.0,7.8,53/100
ts104516,21 Again,52.0,tt9315008,5.4,47.0,4.8,35/100
ts105601,Archibald's Next Big Thing,24.0,tt9165404,7.5,284.0,7.8,45/100
ts214861,Prank Encounters,25.0,tt10487072,5.2,2615.0,5.2,48/100
ts228502,The Iliza Shlesinger Sketch Show,19.0,tt11092086,5.0,914.0,5.0,40/100
ts217045,Levius,25.0,tt10619444,6.9,528.0,7.0,50/100
ts112667,Go! Go! Cory Carson,9.0,tt8115702,7.9,238.0,8.1,43/100
ts251929,DeMarcus Family Rules,29.0,tt12759420,6.2,110.0,6.2,34/100
ts221041,My Dear Warrior,42.0,tt11281912,4.6,19.0,3.9,33/100
ts217050,Pili Fantasy: War of Dragons,0.0,tt10619658,6.7,37.0,,
ts101503,Team Kaylie,30.0,tt9717424,4.0,333.0,4.4,40/100
ts262228,Tobot Galaxy Detectives,13.0,tt12892186,7.0,13.0,,
ts90063,Put Your Head on My Shoulder,40.0,tt10265158,8.0,2063.0,8.0,51/100
ts89182,Green Door,49.0,tt9817290,6.5,128.0,6.3,40/100
ts252015,GAME ON: A Comedy Crossover Event,29.0,tt12800428,5.4,213.0,5.7,39/100
ts251072,The Underclass,55.0,tt12666950,6.4,62.0,6.2,38/100
ts88608,Cricket Fever: Mumbai Indians,38.0,tt8531592,7.2,699.0,7.3,44/100
ts237556,The Unremarkable Juanquini,30.0,tt12189308,4.3,189.0,4.4,36/100
ts89696,Tijuana,41.0,tt8027624,6.9,327.0,7.1,39/100
ts266966,Juman,40.0,tt12567164,5.2,110.0,5.4,43/100
ts89363,YooHoo to the Rescue,13.0,tt9817288,6.8,53.0,6.6,35/100
ts251616,Sing On! Germany,38.0,tt12748264,5.4,136.0,5.5,32/100
ts253722,Sing On!,36.0,tt12923734,6.4,380.0,6.3,39/100
ts221151,Living Undocumented,42.0,tt10977486,6.7,577.0,6.6,42/100
ts269844,Paava Kadhaigal,118.0,tt13206988,8.1,6628.0,8.1,54/100
ts256297,The Devil Punisher,70.0,tt13317376,5.9,157.0,5.9,37/100
ts88166,Nailed It! Mexico,32.0,tt9708588,6.2,308.0,6.1,38/100
ts256134,Country Ever After,24.0,tt12987872,6.3,169.0,6.5,36/100
ts89895,Mighty Little Bheem,6.0,tt10050752,6.4,249.0,6.7,44/100
ts105589,Rhyme Time Town,23.0,tt9165434,7.5,78.0,7.5,44/100
ts103574,Sakho & Mangane,51.0,tt9391692,6.5,131.0,6.4,34/100
ts236769,"Coronavirus, Explained",23.0,tt12189310,7.6,2223.0,7.6,55/100
ts92405,Hasmukh,32.0,tt9359294,5.3,2673.0,5.3,39/100
ts222625,A Little Thing Called First Love,42.0,tt11152058,8.0,366.0,8.0,53/100
ts238316,Twogether,0.0,tt12486430,8.4,456.0,8.5,48/100
ts189314,Tiffany Haddish Presents: They Ready,23.0,tt10085386,6.5,555.0,6.3,43/100
ts266898,A Queen Is Born,44.0,tt12571792,5.9,148.0,,
ts233367,Sing On! Spain,39.0,tt11698668,6.0,130.0,6.2,35/100
ts236653,Cooked With Cannabis,37.0,tt12176398,6.5,340.0,6.6,48/100
ts257243,Voices of Fire,36.0,tt13329282,6.8,382.0,6.9,42/100
ts88146,Larry Charles' Dangerous World of Comedy,0.0,tt9654082,7.3,570.0,7.3,43/100
ts222687,No hay tiempo para la vergüenza,44.0,tt11215130,5.7,82.0,,
ts221891,Legend Quest: Masters of Myth,25.0,tt10228032,7.6,126.0,7.7,39/100
ts298837,Badanamu Stories,13.0,tt14857600,3.4,6.0,,
ts90466,Hong Kong West Side Stories,23.0,tt10284430,5.7,6.0,7.3,38/100
ts89336,Charlie's Colorforms City,23.0,tt8115672,7.0,148.0,7.1,40/100
ts89656,The Legend of White Snake,46.0,tt10628250,7.4,224.0,7.7,41/100
ts213611,Bangkok Love Stories: Plead,44.0,tt10438656,7.3,57.0,,
ts214579,Dino Girl Gauko,9.0,tt10380814,6.6,71.0,6.7,39/100
ts252695,Bookmarks: Celebrating Black Voices,7.0,tt12923664,5.0,160.0,4.9,37/100
ts230973,Arashi's Diary: Voyage,31.0,tt11434874,7.7,42.0,,
ts223098,Lugar de Mulher,15.0,tt11215186,4.7,35.0,4.5,26/100
ts233732,Mighty Little Bheem: Festival of Colors,6.0,tt11738790,7.2,37.0,,
ts89679,A Thousand Goodnights,84.0,tt10370952,8.0,93.0,,
ts224261,Nailed It! Germany,35.0,tt11460744,5.7,100.0,5.8,35/100
ts225708,Six Windows in the Desert,21.0,tt11874042,4.3,3074.0,,
ts215166,Scams,24.0,tt10448486,6.4,362.0,6.3,40/100
ts45322,"Wait, My Youth",36.0,tt12071466,8.1,121.0,8.6,39/100
ts222512,Nailed It! France,34.0,tt10990804,6.4,112.0,6.4,37/100
ts223121,Bangkok Buddies,40.0,tt11513508,6.8,17.0,6.8,29/100
ts78324,Pinky Malinky,13.0,tt5621544,5.8,865.0,5.7,38/100
ts223115,The Charming Stepmom,56.0,tt13846404,7.8,17.0,,
ts222802,Once Upon a Time in Lingjian Mountain,45.0,tt11261994,7.5,261.0,7.7,43/100
ts237487,True: Terrific Tales,8.0,tt12140808,5.7,22.0,5.5,32/100
ts87599,Somewhere Only We Know,58.0,tt10472296,7.3,158.0,7.3,41/100
ts268648,Anitta: Made in Honório,29.0,tt13486136,6.8,398.0,7.0,42/100
ts90696,In the Bosom of a Thorn,46.0,tt10397430,7.3,48.0,,
ts268997,Futmalls.com,40.0,tt13652552,6.4,182.0,,
ts221472,Valentino,39.0,tt11508212,5.2,213.0,5.5,40/100
ts235689,J-Style Trip,64.0,tt11942052,4.9,111.0,5.4,37/100
ts222901,糖糖Online,24.0,tt11330500,5.5,21.0,,
ts213071,Sleepless Society NYCTOPHOBIA,46.0,tt10805822,5.5,43.0,5.6,32/100
ts258169,Holiday Home Makeover with Mr. Christmas,43.0,tt13255112,5.8,291.0,5.7,38/100
ts234501,Buddi,8.0,tt11829340,7.1,61.0,6.9,36/100
ts235916,Ladies Up,17.0,tt11942100,4.3,234.0,4.3,35/100
ts269280,Kings of Jo'Burg,51.0,tt13453828,5.6,491.0,5.4,45/100
ts255823,The House Arrest of Us,26.0,tt13280838,5.6,107.0,7.5,46/100
ts241246,The Smart Money Woman,48.0,tt12428002,6.4,105.0,,
ts215869,Extreme Engagement,40.0,tt10521644,5.6,382.0,5.7,38/100
ts234505,Fary: Hexagone,51.0,tt11823028,6.2,126.0,6.5,40/100
ts215862,True Tunes,3.0,tt10522374,8.0,14.0,8.0,36/100
ts236850,Children of Adam,41.0,tt12434912,7.8,170.0,7.9,40/100
ts251607,Word Party Songs,4.0,tt12748268,3.6,18.0,3.2,30/100
ts89740,The Defected,42.0,tt10141612,7.4,68.0,7.2,40/100
ts222362,Mighty Little Bheem: Diwali,24.0,tt10987498,7.7,35.0,7.5,32/100
ts283159,A Perfect Day for Arsenide,23.0,tt14592684,5.0,16.0,,
ts264270,Anatomy of a Scandal,45.0,tt12748084,7.0,16425.0,,
ts217231,Heartstopper,28.0,tt10638036,8.9,28978.0,,
ts90093,The Pentaverate,27.0,tt10203880,6.1,3409.0,,
ts108385,Inventing Anna,68.0,tt8740976,6.8,54105.0,,
ts225061,Pieces of Her,52.0,tt9170236,6.4,11322.0,,
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,61.0,tt18970124,7.2,3984.0,,
ts256310,Pacific Rim: The Black,24.0,tt9288848,7.0,4796.0,7.1,60/100
ts270910,Vikings: Valhalla,51.0,tt11311302,7.1,31330.0,,
ts222333,Arcane,41.0,tt11126994,9.1,175412.0,,
ts301625,Hold Tight,47.0,tt15019128,6.1,1113.0,,
ts311987,Bad Vegan: Fame. Fraud. Fugitives.,52.0,tt18260538,5.8,2062.0,,
ts215951,Midnight Mass,64.0,tt10574558,7.7,102321.0,,
ts307973,Murderville,34.0,tt15264192,6.9,10414.0,,
ts240453,Clark,61.0,tt12304420,7.5,1991.0,,
ts333834,The Ultimatum: Marry or Move On,50.0,tt18396952,5.4,1440.0,,
ts294338,Hard Cell,26.0,tt14959710,6.1,618.0,,
ts256072,The Woman in the House Across the Street from the Girl in the Window,26.0,tt13315324,6.3,38964.0,,
ts256710,Archive 81,54.0,tt13365348,7.3,43068.0,,
ts343599,Jimmy Savile: A British Horror Story,85.0,tt18970454,6.7,4711.0,,
ts220305,Squid Game,54.0,tt10919420,8.0,416738.0,,
ts343432,Yakamoz S-245,48.0,tt13317454,6.1,3861.0,,
ts331448,Welcome To Eden,41.0,tt13457822,4.9,973.0,,
ts281927,Stay Close,47.0,tt2201227,6.9,28669.0,,
ts223537,Maid,54.0,tt11337908,8.4,74955.0,,
ts340376,The Marked Heart,44.0,tt18974572,6.3,1103.0,,
ts346959,Meltdown: Three Mile Island,44.0,tt19757508,7.0,958.0,,
ts87242,Shadow and Bone,52.0,tt2403776,7.6,77782.0,7.7,82/100
ts296046,Lupin,46.0,tt2531336,7.5,100575.0,7.5,87/100
ts227473,Brand New Cherry Flavor,43.0,tt11343600,7.1,14449.0,,
ts321918,Human Resources,27.0,tt11092142,7.2,4761.0,,
ts225855,All of Us Are Dead,61.0,tt14169960,7.5,41393.0,,
ts257504,Heirs to the Land,54.0,tt13308276,7.0,599.0,,
ts102086,Behind Her Eyes,50.0,tt9698442,7.2,57514.0,7.2,68/100
ts330402,Is It Cake?,38.0,tt18314214,5.7,465.0,,
ts329699,The Andy Warhol Diaries,66.0,tt18082212,7.7,1496.0,,
ts237722,The Cuphead Show!,15.0,tt10611608,7.5,5792.0,,
ts343430,The 7 Lives of Lea,41.0,tt14140886,7.5,1196.0,,
ts232107,The Silent Sea,45.0,tt11570202,6.9,18548.0,,
ts237713,Sweet Tooth,45.0,tt12809988,7.8,49182.0,7.9,84/100
ts300391,Clickbait,46.0,tt10888878,7.2,50140.0,,
ts94677,Worst Roommate Ever,47.0,tt8323702,8.1,8.0,,
ts251675,Hellbound,52.0,tt12235718,6.6,22107.0,,
ts234817,In from the Cold,49.0,tt11859542,6.2,6663.0,,
ts286731,Komi Can't Communicate,24.0,tt14626352,7.8,4358.0,,
ts314164,Tomorrow,60.0,tt18926162,7.7,603.0,,
ts279892,Ginny & Georgia,54.0,tt10813940,7.4,44573.0,7.5,75/100
ts311985,Inside Job,28.0,tt10231312,7.6,15137.0,,
ts250998,Dirty Lines,46.0,tt14859224,7.3,717.0,,
ts331681,Trivia Quest,9.0,tt18393972,5.6,176.0,,
ts225645,The Chair,30.0,tt11834150,7.2,15894.0,,
ts289334,Sex/Life,48.0,tt10839422,5.4,19604.0,5.4,73/100
ts296472,The Chestnut Man,55.0,tt10834220,7.7,41253.0,,
ts321513,My Liberation Notes,62.0,tt15146130,8.4,276.0,,
ts311989,jeen-yuhs,93.0,tt14599438,8.1,7269.0,,
ts310057,True Story,39.0,tt13655456,7.5,16927.0,,
ts225657,Halston,47.0,tt10920514,7.5,14040.0,7.5,65/100
ts229335,Anxious People,29.0,tt11168604,6.8,3709.0,,
ts287976,Young Royals,45.0,tt14664414,8.3,26732.0,8.6,74/100
ts255037,Resident Evil: Infinite Darkness,27.0,tt13173456,5.8,9500.0,,
ts312984,Our Blues,68.0,tt19115260,7.7,209.0,,
ts95572,The Serpent,57.0,tt7985576,7.6,41782.0,7.6,69/100
ts287352,Hit & Run,49.0,tt9073940,7.1,8367.0,,
ts273436,Murder Among the Mormons,53.0,tt13987620,7.0,6028.0,7.0,60/100
ts237972,Katla,46.0,tt11102190,7.0,13095.0,7.1,70/100
ts262246,The Last Bus,35.0,tt12885670,5.0,500.0,,
ts330347,Cracow Monsters,52.0,tt15096836,5.5,1492.0,,
ts328541,The Puppet Master: Hunting the Ultimate Conman,42.0,tt15479704,7.0,5224.0,,
ts302363,Twenty Five Twenty One,76.0,tt17513352,8.7,4081.0,,
ts88578,Firefly Lane,52.0,tt9012876,7.4,20300.0,7.4,67/100
ts308845,The Billion Dollar Code,67.0,tt15392100,8.0,7313.0,,
ts330425,The Principles of Pleasure,51.0,tt18299058,4.7,64.0,,
ts282131,Attenborough's Life in Colour,51.0,tt11053426,8.2,3090.0,8.3,60/100
ts331680,Making Fun,41.0,tt17737382,7.0,557.0,,
ts220553,The Irregulars,53.0,tt10893694,5.9,14714.0,5.9,63/100
ts328194,My Name,50.0,tt12940504,7.8,18446.0,,
ts307649,Turning Point: 9/11 and the War on Terror,62.0,tt15260794,8.0,8881.0,,
ts296214,How to Become a Tyrant,27.0,tt14832996,7.4,8041.0,7.4,67/100
ts283080,Who Killed Sara?,41.0,tt11937816,6.4,12148.0,6.4,71/100
ts287438,The Innocent,58.0,tt10147644,7.8,29019.0,7.9,69/100
ts219423,Masters of the Universe: Revelation,26.0,tt10826054,5.2,26127.0,4.9,71/100
ts108042,Maya and the Three,131.0,tt8787772,8.1,3597.0,,
ts271413,Night Stalker: The Hunt for a Serial Killer,47.0,tt13651632,7.5,23939.0,,
ts281062,The Girl from Oslo,31.0,tt13968792,6.3,2973.0,,
ts343427,Samurai Rabbit: The Usagi Chronicles,25.0,tt12717354,6.6,148.0,,
ts271867,Vincenzo,81.0,tt13433812,8.4,15134.0,8.5,66/100
ts272980,The One,42.0,tt13879466,6.6,12367.0,6.6,61/100
ts273229,Feria: The Darkest Light,50.0,tt13323004,5.7,1532.0,,
ts328605,Midnight at the Pera Palace,44.0,tt13317508,7.1,6624.0,,
ts314135,VOIR,20.0,tt15677070,6.8,1255.0,,
ts287559,Jupiter's Legacy,45.0,tt5774002,6.7,37235.0,,
ts270405,Pretend It's a City,29.0,tt13660958,8.1,7096.0,8.1,71/100
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,55.0,tt13840586,5.9,16799.0,5.9,55/100
ts290643,Super Crooks,30.0,tt14272628,7.1,1984.0,,
ts329700,Life After Death with Tyler Henry,43.0,tt18224644,5.5,522.0,,
ts314594,Catching Killers,40.0,tt15723914,7.1,2908.0,,
ts315611,Animal,45.0,tt15674216,7.9,857.0,,
ts297483,Hometown Cha-Cha-Cha,78.0,tt14518756,8.5,9987.0,,
ts343251,Green Mothers' Club,69.0,tt15060900,7.1,38.0,,
ts297846,An astrological guide for broken hearts,34.0,tt14759406,7.1,2827.0,,
ts288087,Sophie: A Murder in West Cork,55.0,tt14681732,6.8,5093.0,,
ts329885,Standing Up,46.0,tt18260550,6.2,133.0,,
ts296563,Who Rules The World,44.0,tt14950036,9.2,81.0,,
ts306203,Monsters Inside: The 24 Faces of Billy Milligan,61.0,tt15287836,6.2,3038.0,,
ts304053,Countdown: Inspiration4 Mission to Space,50.0,tt15166116,7.9,1642.0,,
ts253813,Glória,44.0,tt13064634,8.0,3941.0,,
ts284702,This Is a Robbery: The World's Biggest Art Heist,53.0,tt14223858,6.5,4246.0,,
ts299865,Heist,43.0,tt14865290,6.8,1698.0,6.8,65/100
ts269676,History of Swear Words,21.0,tt13617060,6.4,4776.0,6.4,57/100
ts104499,Trese,29.0,tt9310336,7.0,3701.0,7.1,62/100
ts288744,The Sound of Magic,69.0,tt14460684,8.0,982.0,,
ts319303,He's Expecting,26.0,tt14719276,1.6,2735.0,,
ts314742,He-Man and the Masters of the Universe,26.0,tt11465278,5.8,1618.0,,
ts272463,Colin in Black & White,32.0,tt12624928,5.4,7021.0,,
ts286317,The Sons of Sam: A Descent Into Darkness,60.0,tt13156316,7.0,8124.0,7.0,60/100
ts320426,Crime Scene: The Times Square Killer,49.0,tt16027926,6.5,3355.0,,
ts296825,Gone for Good,49.0,tt14252964,6.3,3863.0,,
ts256311,High-Rise Invasion,25.0,tt13357164,6.6,2575.0,6.7,54/100
ts269881,Record of Ragnarok,24.0,tt13676344,6.2,4647.0,6.2,59/100
ts287294,"Money, Explained",23.0,tt14492910,6.9,2143.0,6.9,57/100
ts312071,The Way of the Househusband,17.0,tt13357124,7.3,3724.0,8.6,45/100
ts271888,Fate: The Winx Saga,50.0,tt8179402,6.8,37995.0,6.9,70/100
ts250092,Shaman King,23.0,tt12502782,7.0,1480.0,,
ts302312,Jaguar,43.0,tt11698590,5.7,1718.0,,
ts287328,Yasuke,29.0,tt9310330,6.2,4999.0,6.2,59/100
ts317422,Saturday Morning All Star Hits!,23.0,tt15978256,7.6,846.0,,
ts260477,Post Mortem: No One Dies in Skarnes,45.0,tt13053222,7.1,3229.0,,
ts265991,The Cook of Castamar,54.0,tt12626014,7.4,3637.0,,
ts304468,Thirty-Nine,73.0,tt15309342,7.9,150.0,,
ts315041,Bulgasal: Immortal Souls,71.0,tt14691616,7.4,1897.0,,
ts291718,Pretty Smart,24.0,tt14369056,5.7,4209.0,,
ts300456,My Unorthodox Life,40.0,tt14398500,5.5,1170.0,4.9,57/100
ts307925,On the Verge,32.0,tt5540990,6.5,2841.0,,
ts280892,"Devotion, a Story of Love and Desire",40.0,tt13956560,6.4,1262.0,,
ts273485,Baki Hanma,24.0,tt13357140,6.6,1483.0,,
ts268102,Juvenile Justice,61.0,tt15553922,8.0,2163.0,,
ts282133,City of Ghosts,19.0,tt15477516,6.1,10.0,8.0,49/100
ts273100,DOTA: Dragon's Blood,26.0,tt14069590,7.8,17429.0,8.0,60/100
ts271604,Blue Period,25.0,tt14115912,7.7,1712.0,,
ts313781,The Club,47.0,tt13317582,7.9,7810.0,6.3,50/100
ts311791,The Raincoat Killer: Chasing a Predator in Korea,48.0,tt15488654,6.4,1864.0,,
ts305264,School of Chocolate,38.0,tt15172154,7.6,1572.0,,
ts222864,Falling Into Your Smile,44.0,tt11290960,8.4,2019.0,,
ts255486,Godzilla Singular Point,24.0,tt13229964,6.5,1612.0,6.6,58/100
ts215989,Snabba Cash,43.0,tt10540276,7.6,8176.0,7.6,59/100
ts299874,Cocaine Cowboys: The Kings of Miami,53.0,tt15049206,7.1,2624.0,,
ts257345,Wild Abandon,51.0,tt13317478,7.2,3634.0,,
ts287722,The Upshaws,30.0,tt10945036,6.8,2296.0,6.9,53/100
ts270798,Love (ft. Marriage and Divorce),69.0,tt13814840,6.6,433.0,5.9,48/100
ts320302,Neymar: The Perfect Chaos,55.0,tt16428640,6.6,2907.0,,
ts288005,"Nevertheless,",69.0,tt14518284,7.2,4485.0,,
ts246178,Eden,25.0,tt10545250,6.6,1111.0,6.7,65/100
ts246073,Tribes of Europa,47.0,tt9184982,6.7,11794.0,6.8,61/100
ts192196,Q-Force,23.0,tt10140028,6.4,4963.0,,
ts308838,Bad Sport,65.0,tt15402912,7.3,1912.0,,
ts216407,Age of Samurai: Battle for Japan,43.0,tt10551256,7.4,4022.0,7.4,56/100
ts271025,Bling Empire,39.0,tt13660962,5.8,2608.0,5.8,50/100
ts29800,Surviving Death,54.0,tt13649692,6.1,1991.0,6.1,46/100
ts317522,Dig Deeper: The Disappearance of Birgit Meier,59.0,tt15771888,7.3,1622.0,,
ts317078,The Journalist,51.0,tt15101670,7.0,542.0,,
ts305263,Baking Impossible,49.0,tt15171996,7.0,1004.0,,
ts271321,Beyond Evil,66.0,tt13634872,8.1,2776.0,8.1,61/100
ts220196,Centaurworld,29.0,tt10919290,7.6,1939.0,7.1,42/100
ts240807,Power Rangers Dino Fury,21.0,tt12360292,7.0,479.0,6.8,52/100
ts289620,House of Secrets: The Burari Deaths,45.0,tt14167390,7.4,9504.0,,
ts301999,Open Your Eyes,47.0,tt13495314,6.5,1413.0,,
ts319333,Tiger King: The Doc Antle Story,42.0,tt16307970,6.2,1330.0,,
ts313668,Tear Along the Dotted Line,19.0,tt15614372,8.7,7595.0,,
ts283610,Feels Like Ishq,42.0,tt14163838,6.4,1514.0,6.7,47/100
ts306510,Octonauts: Above & Beyond,25.0,tt15211330,7.4,66.0,,
ts271517,The Crew,29.0,tt10971022,6.5,5396.0,6.6,56/100
ts306322,The Unlikely Murderer,46.0,tt13735930,7.0,3954.0,,
ts341760,Byron Baes,45.0,tt14537060,2.6,445.0,,
ts302714,The Kingdom,47.0,tt15068148,6.5,1319.0,,
ts271593,Spycraft,34.0,tt13789092,6.7,1976.0,6.7,53/100
ts310376,"Sex, Love & Goop",35.0,tt15470160,4.8,713.0,,
ts280693,Thomas & Friends: All Engines Go!,11.0,tt14556544,1.7,509.0,,
ts293814,Sparking Joy with Marie Kondo,20.0,tt14550060,6.2,341.0,,
ts296129,Elite Short Stories: Guzmán Caye Rebe,12.0,tt14668192,7.4,2254.0,7.5,60/100
ts320557,Elite Short Stories: Patrick,12.0,tt16306836,6.1,671.0,,
ts301196,Top Secret UFO Projects: Declassified,43.0,tt14992232,5.5,1371.0,,
ts320502,Getting Curious with Jonathan Van Ness,26.0,tt16584084,7.0,494.0,,
ts317297,The Orbital Children,32.0,tt13351614,6.4,497.0,,
ts223450,Move to Heaven,52.0,tt11052470,8.6,5307.0,8.7,62/100
ts255779,Gabby's Dollhouse,23.0,tt9165438,7.2,344.0,7.1,46/100
ts287045,Fatma,42.0,tt11961378,7.4,8185.0,7.5,61/100
ts320183,Single’s Inferno,64.0,tt16283666,7.2,1460.0,,
ts301914,Inspector Koo,69.0,tt14731794,6.9,534.0,,
ts283676,Last Chance U: Basketball,60.0,tt13087512,8.3,2429.0,8.4,57/100
ts272669,Waffles + Mochi,30.0,tt14035218,7.5,463.0,7.6,47/100
ts268835,Sisyphus,71.0,tt13715448,7.0,3688.0,7.1,53/100
ts317612,Love is Blind: Japan,57.0,tt15943826,7.1,394.0,,
ts308511,Back to 15,39.0,tt15301854,6.6,574.0,,
ts188861,Battle Kitty,32.0,tt10050740,7.4,60.0,,
ts308689,Misfit: The Series,24.0,tt15517928,7.2,72.0,,
ts269286,Once Upon a Time... Happily Never After,30.0,tt13560186,5.4,437.0,,
ts320075,Aranyak,41.0,tt14167344,7.9,7629.0,,
ts304058,Ganglands,46.0,tt13278100,7.0,2460.0,,
ts296091,Elite Short Stories: Nadia Guzmán,11.0,tt14671790,6.3,1851.0,6.4,56/100
ts72196,Swap Shop,30.0,tt15674202,6.7,325.0,,
ts269493,Headspace Guide to Meditation,22.0,tt13617024,8.4,1540.0,8.5,53/100
ts310331,Twenty Somethings: Austin,30.0,tt15204216,6.0,427.0,,
ts296081,The Parisian Agency: Exclusive Properties,54.0,tt14746934,7.4,593.0,6.9,58/100
ts287802,Penguin Town,30.0,tt14677850,7.9,824.0,8.0,59/100
ts239188,Kitz,44.0,tt12104930,5.7,2302.0,,
ts283528,This Is Pop,44.0,tt14155414,6.9,1076.0,6.9,58/100
ts315551,Elite Short Stories: Phillipe Caye Felipe,13.0,tt16156744,6.2,655.0,,
ts306068,Luna Park,50.0,tt15349110,6.4,691.0,,
ts319412,Forecasting Love and Weather,66.0,tt15140592,7.2,1016.0,,
ts272366,Amend: The Fight for America,59.0,tt13972246,7.8,1281.0,7.9,56/100
ts271726,Go Dog Go,24.0,tt10687202,7.2,179.0,7.4,44/100
ts317526,Selling Tampa,40.0,tt16227948,4.4,708.0,,
ts258415,Elves,24.0,tt13231962,5.5,4075.0,,
ts302653,Light the Night,57.0,tt15808044,7.4,968.0,,
ts330132,800 Meters,52.0,tt13323170,6.9,459.0,,
ts14520,Action Pack,28.0,tt15527308,6.5,66.0,,
ts241296,Finding Ola,53.0,tt12432642,7.6,1431.0,,
ts271720,Pui Pui Molcar,2.0,tt14202738,8.1,335.0,8.1,47/100
ts282291,Generation 56K,30.0,tt13524842,7.4,2317.0,,
ts315549,Elite Short Stories: Samuel Omar,12.0,tt16259804,6.1,620.0,,
ts257817,Call My Agent Bollywood,45.0,tt13282662,7.4,6162.0,,
ts296069,Elite Short Stories: Omar Ander Alexis,12.0,tt14676004,7.3,1903.0,7.4,59/100
ts308516,"Young, Famous & African",43.0,tt15302054,4.6,354.0,,
ts296059,Elite Short Stories: Carla Samuel,14.0,tt14675560,6.9,2609.0,7.0,63/100
ts104362,Kid Cosmic,23.0,tt9248538,7.9,1354.0,8.0,49/100
ts321084,Framed! A Sicilian Murder Mystery,31.0,tt16745502,6.8,900.0,,
ts90023,AlRawabi School for Girls,48.0,tt10183912,7.4,5708.0,,
ts260502,Until Life Do Us Part,41.0,tt13053042,7.4,631.0,,
ts232506,50M2,49.0,tt11617848,6.9,5516.0,7.0,56/100
ts326029,Savage Rhythm,38.0,tt17076336,6.3,28.0,,
ts317720,Coming Out Colton,36.0,tt14527650,6.7,1087.0,,
ts312200,I Am Georgina,41.0,tt15494864,3.9,2729.0,,
ts244930,Angry Birds: Summer Madness,14.0,tt12027896,6.3,436.0,,
ts272939,The Lost Pirate Kingdom,43.0,tt14057360,6.6,2702.0,6.6,53/100
ts108621,Sky Rojo,27.0,tt8690776,6.5,8569.0,6.5,70/100
ts292662,Johnny Hallyday: Beyond Rock,35.0,tt18274456,7.0,94.0,,
ts288472,You Are My Spring,69.0,tt14169816,7.5,532.0,7.3,53/100
ts319460,Russell Howard: Lubricant,63.0,tt16146342,7.0,791.0,,
ts302489,Chicago Party Aunt,23.0,tt15125616,5.3,1383.0,,
ts307745,Money Heist: From Tokyo to Berlin,53.0,tt15384346,7.7,836.0,,
ts320872,Queer Eye Germany,50.0,tt16369694,7.5,788.0,,
ts317423,Love Never Lies,50.0,tt14540924,5.6,228.0,,
ts288065,Naomi Osaka,37.0,tt11898920,6.2,1287.0,6.2,59/100
ts226392,Sexify,44.0,tt14315542,6.5,4907.0,6.5,58/100
